"CNPJ","NOME","PROJETO","DATA","VALOR (R$)"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","1735 - CARTA - FCPC/CEDEFAR/FFOE/UFC","10/11/2011","150,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2598 - CV - BNB/FCPC-PUBLICACAO AVAL-REVISTA AVALIACAO POLITICAS UFC(3,4,5 E 6)","07/11/2011","1.610,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","03/11/2011","1.500,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2684 - CV - BNB/FCPC-VIII SEMANA DE HUMANIDADES UFC/UECE E","25/10/2011","650,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2648 - CV - BNB/EMBRAPA/FCPC-IDENTIFICACAO PLANTAS AROMATI","25/10/2011","650,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2684 - CV - BNB/FCPC-VIII SEMANA DE HUMANIDADES UFC/UECE E","25/10/2011","650,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2648 - CV - BNB/EMBRAPA/FCPC-IDENTIFICACAO PLANTAS AROMATI","25/10/2011","650,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","25/10/2011","300,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2208 - CT-FCPC/UFC - EDUCACAO NA SAUDE-UNASUS","21/10/2011","195,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2645 - CV - BNB/FCPC - XII ESCOLA DE MODELOS DE REGRESSAO","21/10/2011","1.499,80"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2419 - CV -  04/2009 FUNCAP/FCPC - TECNOLOGIA E INOVACAO","17/10/2011","499,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2384 - CT -  UFC/FCPC - FORMACAO PROFESSORES, GESTORES, AGENTES -EJA","27/09/2011","610,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2384 - CT -  UFC/FCPC - FORMACAO PROFESSORES, GESTORES, AGENTES -EJA","27/09/2011","610,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2384 - CT -  UFC/FCPC - FORMACAO PROFESSORES, GESTORES, AGENTES -EJA","27/09/2011","610,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2274 - CV -  FINEP/FCPC-AVALIACAO DA EFICACIA E SEG.DE ALGUMAS P.MEDICINAIS","21/09/2011","5.900,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","20/09/2011","3.604,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","20/09/2011","751,30"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","20/09/2011","152,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2274 - CV -  FINEP/FCPC-AVALIACAO DA EFICACIA E SEG.DE ALGUMAS P.MEDICINAIS","26/07/2011","3.300,60"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2274 - CV -  FINEP/FCPC-AVALIACAO DA EFICACIA E SEG.DE ALGUMAS P.MEDICINAIS","26/07/2011","1.198,50"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2191 - CT -  UNIVERS.DE COLUMBIA/FCPC -GEREN. DO RISCO CLIMAT. P/ SUSTENT.HIDRI","20/07/2011","140,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2694 - CT - PATROCINIO BNB/FCPC-IX INICIACAO CIENTIFICA FI","14/07/2011","489,55"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2694 - CT - PATROCINIO BNB/FCPC-IX INICIACAO CIENTIFICA FI","14/07/2011","117,80"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2274 - CV -  FINEP/FCPC-AVALIACAO DA EFICACIA E SEG.DE ALGUMAS P.MEDICINAIS","07/07/2011","5.934,80"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2274 - CV -  FINEP/FCPC-AVALIACAO DA EFICACIA E SEG.DE ALGUMAS P.MEDICINAIS","07/07/2011","338,60"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2471 - CT -  UFC/FCPC - GRADUACAO EM LINGUA BRASILEIRA DE SINAIS","06/07/2011","1.615,60"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2471 - CT -  UFC/FCPC - GRADUACAO EM LINGUA BRASILEIRA DE SINAIS","06/07/2011","1.439,78"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","1656 - CV - FINEP/FCPC/HUWC/CENTRO PESQ.CLINICAS","05/07/2011","3.205,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2615 - CT. UFC/FCPC - FOMENTO A PESCA E INOVAÃ‡ÃƒO NO ORDENAMENTO DA CADEIA PRODUTIVA DA LAGOSTA","29/06/2011","740,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2107 - CV - BB/UFC/FCPC-APOIO AS ATIVIDADES DA UFC - 2011","20/06/2011","5.000,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2615 - CT. UFC/FCPC - FOMENTO A PESCA E INOVAÃ‡ÃƒO NO ORDENAMENTO DA CADEIA PRODUTIVA DA LAGOSTA","15/06/2011","990,90"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","1656 - CV - FINEP/FCPC/HUWC/CENTRO PESQ.CLINICAS","13/06/2011","50.042,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2632 - CT -  UFC/FCPC - PROFESSORES DA EDUCACAO BASICA","25/05/2011","864,65"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2632 - CT -  UFC/FCPC - PROFESSORES DA EDUCACAO BASICA","25/05/2011","8.076,60"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2274 - CV -  FINEP/FCPC-AVALIACAO DA EFICACIA E SEG.DE ALGUMAS P.MEDICINAIS","18/05/2011","198,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2233 - CV -  CEFET/FCPC - CURSOS DE LIC. MATEMATICA E TEC. EM HOSPEDAGEM","13/05/2011","1.346,85"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2401 - CV -  SMS/FCPC - CAPS REDE MUNICIPAL DE SAUDE MENTAL","12/05/2011","217,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2541 - CV -  SME/ FCPC - SIMBE 2010","11/05/2011","3.864,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2599 - CT -  SME/FCPC- PREST.SERVICOS - DIRETRIZES C. DO ENSINO FUNDAMENTAL","05/05/2011","2.586,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2446 - CT -  IFET/FCPC-CURSO FORM.CONT.EDUCACAO DE JOVENS E ADULTOS","04/05/2011","1.148,27"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2446 - CT -  IFET/FCPC-CURSO FORM.CONT.EDUCACAO DE JOVENS E ADULTOS","04/05/2011","3.948,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2631 - CV - FLEX/FIT/UFC/FCPC - TERMO ADITIVO 08","03/05/2011","1.839,14"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2631 - CV - FLEX/FIT/UFC/FCPC - TERMO ADITIVO 08","03/05/2011","804,30"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2054 - CV - SECRETARIA ESPORTE/FCPC - VILAS OLIMPICAS MESSEJANA/CASTELAO","02/05/2011","610,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2054 - CV - SECRETARIA ESPORTE/FCPC - VILAS OLIMPICAS MESSEJANA/CASTELAO","02/05/2011","200,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2053 - CV - SECRETARIA ESPORTE/FCPC - VILAS OLIMPICAS CONJ.CEARA/GENIBAU","02/05/2011","610,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2153 - CV -  FUNCAP/FCPC - 07/2008 - PROGRAMA PRIMEIROS PROJETOS - PPP","18/04/2011","196,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2404 - CT -  UFC/FCPC - TAXA DE BANCADA","18/04/2011","985,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2211 - CT-FCPC/UFC - PROJETO PILOTO NACIONAL DE TELESAUDE","14/04/2011","4.999,40"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","1974 - CV - FINEP/FADE/FCPC - TECNICAS REVESTIMENTO METALICO","12/04/2011","378,40"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","1814 - CT -  PMF/FCPC - ETUFOR 014/2007","07/04/2011","1.945,50"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2071 - CV - BNB/UFC/FCPC - 3 TURMA MESTRADO POLITICAS PUBLICAS","07/04/2011","1.976,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2474 - CT - PMF/CMF/PACTO POR FORTALEZA","25/03/2011","333,03"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2474 - CT - PMF/CMF/PACTO POR FORTALEZA","25/03/2011","234,80"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2443 - CT -  IFET/FCPC-EDUCACAO DE JOVENS E ADULTOS NA DIVERSIDADE","15/03/2011","777,18"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2443 - CT -  IFET/FCPC-EDUCACAO DE JOVENS E ADULTOS NA DIVERSIDADE","15/03/2011","2.669,70"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2151 - CV -  FUNCAP/FCPC- 03/2008 - SEGURANCA PUBLICA","28/02/2011","1.642,82"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2151 - CV -  FUNCAP/FCPC- 03/2008 - SEGURANCA PUBLICA","28/02/2011","956,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2151 - CV -  FUNCAP/FCPC- 03/2008 - SEGURANCA PUBLICA","28/02/2011","532,99"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2151 - CV -  FUNCAP/FCPC- 03/2008 - SEGURANCA PUBLICA","28/02/2011","278,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2210 - CT-FCPC/UFC - RENORBIO","23/02/2011","3.077,60"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2618 - CARTA ACORDO OPAS/FCPC-FAIMER (FASE I - 2011)","18/02/2011","1.902,00"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2313 - CV - BNB/FCPC - SEMINARIOS INTERNACIONAIS","18/02/2011","767,45"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2313 - CV - BNB/FCPC - SEMINARIOS INTERNACIONAIS","18/02/2011","481,50"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2618 - CARTA ACORDO OPAS/FCPC-FAIMER (FASE I - 2011)","08/02/2011","1.146,70"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2618 - CARTA ACORDO OPAS/FCPC-FAIMER (FASE I - 2011)","08/02/2011","645,40"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2618 - CARTA ACORDO OPAS/FCPC-FAIMER (FASE I - 2011)","08/02/2011","2.039,20"
"***.00.062/****-70","FRANCISCO MAMEDE  ARAUJO BEZER","2618 - CARTA ACORDO OPAS/FCPC-FAIMER (FASE I - 2011)","08/02/2011","253,00"
"***.00.077/****-57","GEOMAC GEOLOGIA MINERACAO ASSE","2565 - CT -  EMS/FCPC - ESTUDOS HIDROGEOLOGICOS","04/02/2011","17.550,00"
"***.00.086/****-84","SOFT MOVEIS - FRANCISCO O. BRI","2107 - CV - BB/UFC/FCPC-APOIO AS ATIVIDADES DA UFC - 2011","09/08/2011","4.025,00"
"***.00.086/****-84","SOFT MOVEIS - FRANCISCO O. BRI","2103 - CV - BANCO DO BRASIL/FCPC/APOIO AS ATIVIDADES DA FCPC","26/07/2011","2.500,00"
"***.00.086/****-84","SOFT MOVEIS - FRANCISCO O. BRI","0101 - FCPC","25/07/2011","0,00"
"***.00.086/****-84","SOFT MOVEIS - FRANCISCO O. BRI","2151 - CV -  FUNCAP/FCPC- 03/2008 - SEGURANCA PUBLICA","04/07/2011","2.900,00"
"***.00.086/****-84","SOFT MOVEIS - FRANCISCO O. BRI","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","26/05/2011","3.840,00"
"***.00.086/****-84","SOFT MOVEIS - FRANCISCO O. BRI","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","26/05/2011","1.600,00"
"***.00.086/****-84","SOFT MOVEIS - FRANCISCO O. BRI","2103 - CV - BANCO DO BRASIL/FCPC/APOIO AS ATIVIDADES DA FCPC","02/05/2011","4.300,00"
"***.00.086/****-84","SOFT MOVEIS - FRANCISCO O. BRI","0101 - FCPC","18/04/2011","3.075,00"
"***.00.108/****-90","NDE LAPIS E PAPEL COM. LTDA.","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","15/04/2011","3.532,80"
"***.00.121/****-80","MANOEL MOREIRA DOS SANTOS","2768 - CV BNB/FCPC - SEMANA GOURMET CAUCAIA 2011","21/12/2011","7.950,00"
"***.00.121/****-80","MANOEL MOREIRA DOS SANTOS","2767 - CV - BNB/FCPC - ENCONTRO DA CARCINICULTURA DO VALE","20/12/2011","4.000,00"
"***.00.121/****-80","MANOEL MOREIRA DOS SANTOS","2769 - CV - BNB/FCPC - DESENVOLVIMENTO EM HOSPITALIDADE PAR","19/12/2011","7.950,00"
"***.00.121/****-80","MANOEL MOREIRA DOS SANTOS","2755 - BNB/FCPC-OPORTUNIDADES, INTERCAMBIOS, NEGOCIOS COM","10/11/2011","8.000,00"
"***.00.121/****-80","MANOEL MOREIRA DOS SANTOS","2627 - CV - BNB/FCPC-SEMANA GOURMET: ETAPA 1 - 2011","14/02/2011","6.900,00"
"***.00.124/****-40","HOTEL NACIONAL INN CAMPINAS LT","1539 - CT - FCPC/RNP/REDECOMEP","28/04/2011","150,00"
"***.00.133/****-26","TIME FORM - SILVESTRE INDUSTRI","1017 - CT. UFC/FCPC - PROJETO DE ORIENTAÇÃO FARMACEUTICA AOS USUARIOS DA FARMÁCIA UNIVERSITÁRIA DA FARMÁCIA-ESCOLA","26/05/2011","444,83"
"***.00.136/****-06","OFICINA POPULARES - JOACIR NUN","2153 - CV -  FUNCAP/FCPC - 07/2008 - PROGRAMA PRIMEIROS PROJETOS - PPP","29/11/2011","1.700,00"
"***.00.136/****-06","OFICINA POPULARES - JOACIR NUN","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","07/11/2011","1.404,24"
"***.00.136/****-06","OFICINA POPULARES - JOACIR NUN","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","16/09/2011","8.000,00"
"***.00.136/****-06","OFICINA POPULARES - JOACIR NUN","2153 - CV -  FUNCAP/FCPC - 07/2008 - PROGRAMA PRIMEIROS PROJETOS - PPP","04/03/2011","3.130,00"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","10/10/2011","1.352,25"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","10/10/2011","2.616,69"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","10/10/2011","184,84"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","26/09/2011","833,92"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","20/09/2011","4.667,21"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","20/09/2011","1.247,67"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","09/09/2011","2.079,45"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","09/09/2011","46,21"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","09/09/2011","369,68"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","09/09/2011","1.894,61"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","09/09/2011","324,54"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","09/09/2011","973,62"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","09/09/2011","270,45"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","09/09/2011","1.009,81"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","09/09/2011","270,45"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","09/09/2011","216,36"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","09/09/2011","554,52"
"***.00.143/****-46","G.B.DE OLIVEIRA E CIA LTDA","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","29/08/2011","1.386,30"
