"CNPJ","NOME","PROJETO","DATA","VALOR (R$)"
"***.00.108/****-90","NDE LAPIS E PAPEL COM. LTDA.","2450 - CT -  UNESCO/FCPC-INCENTIVOS E BARREIRAS P/REALIZ.DO TESTE HIV","03/11/2010","15,60"
"***.00.108/****-90","NDE LAPIS E PAPEL COM. LTDA.","2450 - CT -  UNESCO/FCPC-INCENTIVOS E BARREIRAS P/REALIZ.DO TESTE HIV","03/11/2010","15,60"
"***.00.108/****-90","NDE LAPIS E PAPEL COM. LTDA.","2401 - CV -  SMS/FCPC - CAPS REDE MUNICIPAL DE SAUDE MENTAL","27/07/2010","621,65"
"***.00.108/****-90","NDE LAPIS E PAPEL COM. LTDA.","2401 - CV -  SMS/FCPC - CAPS REDE MUNICIPAL DE SAUDE MENTAL","27/05/2010","321,04"
"***.00.108/****-90","NDE LAPIS E PAPEL COM. LTDA.","2327 - CARTA ACORDO OPAS/FCPC-PRO-SAUDE - MEDICINA","18/02/2010","113,00"
"***.00.108/****-90","NDE LAPIS E PAPEL COM. LTDA.","1735 - CARTA - FCPC/CEDEFAR/FFOE/UFC","07/01/2010","106,00"
"***.00.121/****-80","MANOEL MOREIRA DOS SANTOS","2364 - CV -  BNB/FCPC - PORTAL DO SEMIARIDO","27/10/2010","3.500,00"
"***.00.121/****-80","MANOEL MOREIRA DOS SANTOS","2528 - CV - BNB/FCPC - SEMINARIO DE INTEGRACAO DE TURISMO,CULTURA, GASTRONOMIA","23/09/2010","8.000,00"
"***.00.133/****-26","TIME FORM - SILVESTRE INDUSTRI","1017 - CT. UFC/FCPC - PROJETO DE ORIENTAÇÃO FARMACEUTICA AOS USUARIOS DA FARMÁCIA UNIVERSITÁRIA DA FARMÁCIA-ESCOLA","27/10/2010","427,73"
"***.00.133/****-26","TIME FORM - SILVESTRE INDUSTRI","1017 - CT. UFC/FCPC - PROJETO DE ORIENTAÇÃO FARMACEUTICA AOS USUARIOS DA FARMÁCIA UNIVERSITÁRIA DA FARMÁCIA-ESCOLA","05/03/2010","457,04"
"***.00.136/****-06","OFICINA POPULARES - JOACIR NUN","2153 - CV -  FUNCAP/FCPC - 07/2008 - PROGRAMA PRIMEIROS PROJETOS - PPP","24/08/2010","2.320,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2153 - CV -  FUNCAP/FCPC - 07/2008 - PROGRAMA PRIMEIROS PROJETOS - PPP","30/12/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2246 - CV -  FINEP/FCPC-HEPERT.ARTERIAL RESIST.E SIND. DA APNEIA OBST.DO SONO","30/12/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2419 - CV -  04/2009 FUNCAP/FCPC - TECNOLOGIA E INOVACAO","30/12/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2153 - CV -  FUNCAP/FCPC - 07/2008 - PROGRAMA PRIMEIROS PROJETOS - PPP","30/12/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2151 - CV -  FUNCAP/FCPC- 03/2008 - SEGURANCA PUBLICA","30/12/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","30/12/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1974 - CV - FINEP/FADE/FCPC - TECNICAS REVESTIMENTO METALICO","30/12/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","30/12/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2409 - CV -  SICONV/SENAD/FCPC-017/2009-TERAPIA COMUNITARIA","28/12/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","23/12/2010","985,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2102 - CV -  BB/UFC/FCPC-APOIO AS ATIVIDADES DA UFC","02/12/2010","1.595,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2153 - CV -  FUNCAP/FCPC - 07/2008 - PROGRAMA PRIMEIROS PROJETOS - PPP","01/12/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1789 - CV -  FUNCAP/FCPC- 04/2007 - PRONEX","30/11/2010","780,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1789 - CV -  FUNCAP/FCPC- 04/2007 - PRONEX","30/11/2010","720,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1789 - CV -  FUNCAP/FCPC- 04/2007 - PRONEX","30/11/2010","725,72"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1789 - CV -  FUNCAP/FCPC- 04/2007 - PRONEX","30/11/2010","685,39"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1789 - CV -  FUNCAP/FCPC- 04/2007 - PRONEX","30/11/2010","796,27"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1789 - CV -  FUNCAP/FCPC- 04/2007 - PRONEX","30/11/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1789 - CV -  FUNCAP/FCPC- 04/2007 - PRONEX","30/11/2010","682,13"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1789 - CV -  FUNCAP/FCPC- 04/2007 - PRONEX","29/11/2010","695,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1789 - CV -  FUNCAP/FCPC- 04/2007 - PRONEX","26/11/2010","720,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","26/11/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","26/11/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","26/11/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1789 - CV -  FUNCAP/FCPC- 04/2007 - PRONEX","26/11/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","26/11/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1954 - CV - FINEP/FCPC - IMPLANT. INFRA-ESTRUTURA PESQUISA CAMPI UFC CARIRI/SOB","26/11/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2274 - CV -  FINEP/FCPC-AVALIACAO DA EFICACIA E SEG.DE ALGUMAS P.MEDICINAIS","26/11/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2151 - CV -  FUNCAP/FCPC- 03/2008 - SEGURANCA PUBLICA","23/11/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2409 - CV -  SICONV/SENAD/FCPC-017/2009-TERAPIA COMUNITARIA","08/11/2010","720,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1916 - CV - FINEP/UFC/FCPC - MODERNIZACAO/CONSOLIDACAO DAS AREAS DE PESQU. UFC","08/11/2010","720,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","08/11/2010","720,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/11/2010","680,33"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/11/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/11/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/11/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/11/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/11/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/11/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","29/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1789 - CV -  FUNCAP/FCPC- 04/2007 - PRONEX","29/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","29/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","29/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1789 - CV -  FUNCAP/FCPC- 04/2007 - PRONEX","29/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2246 - CV -  FINEP/FCPC-HEPERT.ARTERIAL RESIST.E SIND. DA APNEIA OBST.DO SONO","29/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1715 - CV -  FINEP/FCPC-CT INFRA PROINFRA-01/2005","27/10/2010","7.700,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1789 - CV -  FUNCAP/FCPC- 04/2007 - PRONEX","21/10/2010","720,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","13/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","13/10/2010","700,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","13/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2153 - CV -  FUNCAP/FCPC - 07/2008 - PROGRAMA PRIMEIROS PROJETOS - PPP","13/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2151 - CV -  FUNCAP/FCPC- 03/2008 - SEGURANCA PUBLICA","06/10/2010","780,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2153 - CV -  FUNCAP/FCPC - 07/2008 - PROGRAMA PRIMEIROS PROJETOS - PPP","06/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","06/10/2010","695,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1789 - CV -  FUNCAP/FCPC- 04/2007 - PRONEX","06/10/2010","780,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1789 - CV -  FUNCAP/FCPC- 04/2007 - PRONEX","06/10/2010","695,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","06/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","06/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1789 - CV -  FUNCAP/FCPC- 04/2007 - PRONEX","06/10/2010","750,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","06/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/10/2010","750,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/10/2010","695,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","05/10/2010","695,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2153 - CV -  FUNCAP/FCPC - 07/2008 - PROGRAMA PRIMEIROS PROJETOS - PPP","05/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2419 - CV -  04/2009 FUNCAP/FCPC - TECNOLOGIA E INOVACAO","05/10/2010","695,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","05/10/2010","0,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","04/10/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2106 - CV - BB/UFC/FCPC-APOIO AS ATIVIDADES DA UFC - 2010","23/09/2010","700,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","22/09/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","22/09/2010","700,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2102 - CV -  BB/UFC/FCPC-APOIO AS ATIVIDADES DA UFC","22/09/2010","700,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1974 - CV - FINEP/FADE/FCPC - TECNICAS REVESTIMENTO METALICO","21/09/2010","710,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","21/09/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","21/09/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","21/09/2010","0,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","21/09/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","27/08/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2153 - CV -  FUNCAP/FCPC - 07/2008 - PROGRAMA PRIMEIROS PROJETOS - PPP","27/08/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2151 - CV -  FUNCAP/FCPC- 03/2008 - SEGURANCA PUBLICA","27/08/2010","0,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","27/08/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","27/08/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2419 - CV -  04/2009 FUNCAP/FCPC - TECNOLOGIA E INOVACAO","26/08/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","20/08/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2246 - CV -  FINEP/FCPC-HEPERT.ARTERIAL RESIST.E SIND. DA APNEIA OBST.DO SONO","19/08/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2153 - CV -  FUNCAP/FCPC - 07/2008 - PROGRAMA PRIMEIROS PROJETOS - PPP","19/08/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1789 - CV -  FUNCAP/FCPC- 04/2007 - PRONEX","19/08/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","19/08/2010","700,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1974 - CV - FINEP/FADE/FCPC - TECNICAS REVESTIMENTO METALICO","19/08/2010","695,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2419 - CV -  04/2009 FUNCAP/FCPC - TECNOLOGIA E INOVACAO","17/08/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","0101 - FCPC","13/08/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2153 - CV -  FUNCAP/FCPC - 07/2008 - PROGRAMA PRIMEIROS PROJETOS - PPP","28/07/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2153 - CV -  FUNCAP/FCPC - 07/2008 - PROGRAMA PRIMEIROS PROJETOS - PPP","28/07/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","27/07/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","26/07/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","26/07/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","26/07/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","26/07/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","26/07/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2153 - CV -  FUNCAP/FCPC - 07/2008 - PROGRAMA PRIMEIROS PROJETOS - PPP","26/07/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2233 - CV -  CEFET/FCPC - CURSOS DE LIC. MATEMATICA E TEC. EM HOSPEDAGEM","23/07/2010","780,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2409 - CV -  SICONV/SENAD/FCPC-017/2009-TERAPIA COMUNITARIA","23/07/2010","780,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1815 - CT -  UFC/FCPC IMPLANTACAO DO CAMPUS DA UFC DE SOBRAL.","22/07/2010","1.190,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2209 - CT -  UFC/FCPC-INFRA-ESTRUTURA DAS BIBLIOTECAS DE APOIO PRESENCIAL","16/07/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2419 - CV -  04/2009 FUNCAP/FCPC - TECNOLOGIA E INOVACAO","16/07/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","13/07/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","1717 - CV - FUNCAP/FCPC-027/2006 - APOIO DE INFRA ESTRUTURA LABORATORIAL","09/07/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2155 - CV -  FUNCAP/FCPC-09/2008 - PROGRAMA PRONEX","09/07/2010","680,00"
"***.00.155/****-28","M. L. DANTAS DE OLIVEIRA - ME","2274 - CV -  FINEP/FCPC-AVALIACAO DA EFICACIA E SEG.DE ALGUMAS P.MEDICINAIS","08/07/2010","680,00"
